USAF,WBAN,STATION NAME,CTRY,STATE,ICAO,LAT,LON,ELEV(M),BEGIN,END
595670,99999,LAN YU,CH,,,+22.033,+121.550,+0325.0,19730101,20230630
596220,99999,DONG-JIAO (?),CH,,,+00.000,+000.000,-0999.0,19740426,19820428
596260,99999,DONG-XING,CH,,,+21.550,+107.967,+0013.0,19591101,19971231
596320,99999,QINZHOU,CH,,,+21.950,+108.617,+0006.0,19560820,20230630
596330,99999,BAI-MU,CH,,,+00.000,+000.000,-0999.0,19731004,20020515
596340,99999,WANWEI,CH,,,+21.550,+108.167,+0021.0,19570602,19580731
596440,99999,BEIHAI,CH,,,+21.483,+109.100,+0016.0,19450811,20230630
596441,99999,BEIHAI AIRPORT,CH,,ZGBH,+21.539,+109.294,+0016.0,20100602,20180401
596460,99999,SHAN-KOU (?),CH,,,+00.000,+000.000,-0999.0,19740422,19820422
596470,99999,WEI-ZHOU ISLAND,CH,,,+21.033,+109.117,+0041.0,19570602,19971231
596480,99999,FOU-TOU,CH,,,+00.000,+000.000,-0999.0,19731010,19840503
596570,99999,ZHAN-JIANG,CH,,,+00.000,+000.000,-0999.0,19800401,20020613
596580,99999,ZHANJIANG,CH,,,+21.150,+110.300,+0050.0,19560820,20230630
596630,99999,YANGJIANG,CH,,,+21.867,+111.967,+0022.0,19560820,20230630
596640,99999,TIAN-CHENG,CH,,,+21.517,+111.300,+0008.0,19570602,19971231
596730,99999,SHANGCHUAN DAO,CH,,,+21.733,+112.767,+0018.0,19591101,20230630
596830,99999,BEI-JIAN ISLAND,CH,,,+00.000,+000.000,-0999.0,19731101,20020426
597380,99999,DAO-BACH-LONG ISLAN,CH,,,+20.133,+107.733,+0058.0,19731108,20020731
597450,99999,XI-CUN,CH,,,+00.000,+000.000,-0999.0,19731004,20020725
597480,99999,LIN-GAO (CAPE),CH,,,+00.000,+000.000,-0999.0,19731004,19820826
597520,99999,BOGUS CHINESE,CH,,,,,,19831201,20030216
597540,99999,XUWEN,CH,,,+20.367,+110.167,+0109.0,19570602,19971231
597550,99999,CHIN HO (CHIN NANG),CH,,,+00.000,+000.000,-0999.0,19731108,20020524
597580,99999,HAIKOU,CH,,ZGHK,+20.000,+110.250,+0024.0,19560820,20230630
597920,99999,DONGSHA DAO,CH,,,+20.667,+116.717,+0006.0,19560820,20230630
598380,99999,DONGFANG,CH,,,+19.100,+108.617,+0008.0,19560820,20230630
598450,99999,DANXIAN,CH,,,+19.517,+109.583,+0169.0,19570602,20230630
598480,99999,BAI-SHA,CH,,,+00.000,+000.000,-0999.0,19731114,19851031
598490,99999,XIN-SHI,CH,,,+19.067,+109.883,+0243.0,19570601,19971231
598530,99999,APPROXIMATE LOCALE,CH,,,+19.833,+110.833,+0000.0,19830201,20040908
598550,99999,QIONGHAI,CH,,,+19.233,+110.467,+0025.0,19560820,20230630
598580,99999,BOGUS CHINESE,CH,,,+19.250,+110.483,-0999.0,19740422,20011214
599380,99999,HUANG-LIU,CH,,,+00.000,+000.000,-0999.0,19730105,19851006
599450,99999,BAO-TING,CH,,,+00.000,+000.000,-0999.0,19731008,19840302
599480,99999,SANYA,CH,,,+18.217,+109.583,+0007.0,19560820,20230630
599540,99999,LING-SHUI,CH,,,+18.500,+110.000,+0050.0,19570601,19971231
599550,99999,DA-ZHOU ISLAND,CH,,,+18.667,+110.467,+0246.0,19731111,19840203
599810,99999,XISHA DAO,CH,,,+16.833,+112.333,+0005.0,19570701,20230630
599850,99999,SANHU DAO,CH,,,+16.533,+111.617,+0005.0,19750426,20230630
599950,99999,YONGSHUJIAO,CH,,,+09.533,+112.883,+0006.0,19881001,19971231
599970,99999,NANSHA DAO,CH,,,+10.383,+114.367,+0005.0,19730101,20230630
749259,99999,MANGSHI,CH,,,+24.450,+098.583,+0922.0,19441231,19450828
749321,99999,YANG-CHIEH,CH,,,+25.500,+103.083,+1955.0,19430217,19451031
749322,99999,YUN-NAN-I,CH,,,+25.417,+100.733,+1967.0,19430108,19451018
749323,99999,XIQIAO,CH,,,+25.000,+103.583,+1849.0,19440630,19451113
749324,99999,ZHE-SHANG EAST,CH,,,+23.750,+106.083,+0162.0,19450123,19450831
749325,99999,LO-PING,CH,,,+24.950,+104.350,+1550.0,19450615,19451009
749327,99999,HSUPU CHINA AAB,CH,,,+27.866,+110.566,+0152.0,19450731,19450831
749329,99999,XINGANG,CH,,,+29.750,+116.133,+0030.0,19460721,19461002
749336,99999,CHING-SHUI-PU NORTH,CH,,,+30.250,+104.033,+0481.0,19431231,19461031
749337,99999,LIULIN SOUTHWEST,CH,,,+36.517,+109.450,+1196.0,19440831,19460331
749338,99999,AO-CHIA-CHANG NORTH,CH,,,+31.117,+104.000,+0500.0,19450131,19450831
749339,99999,QIONGLAI NORTHEAST,CH,,,+30.450,+103.533,+0539.0,19450131,19450228
749340,99999,GUANBA NORTH,CH,,,+30.583,+107.833,+0501.0,19450228,19460430
749341,99999,ERH-LANG-PA NORTH,CH,,,+32.967,+107.200,+0518.0,19450228,19451006
749342,99999,SIAN CHINA,CH,,RSIA,+34.250,+108.916,+0416.0,19450314,19451031
749344,99999,LANCHOW CHINA,CH,,RLHW,+36.000,+103.750,+1543.0,19451031,19461231
749345,99999,HUA-CHIAO SOUTHEAST,CH,,,+30.417,+103.917,+0486.0,19460430,19460831
749346,99999,LENG-CHI NORTHWEST,CH,,,+32.417,+111.500,+0110.0,19450206,19450228
749347,99999,HSIA-KUAN SOUTHEAST,CH,,,+32.083,+118.750,+0025.0,19450907,19481119
749348,99999,HANKOW CHINA,CH,,,+30.583,+114.250,+0037.0,19450930,19480228
749350,99999,HANGCHOW CHINA,CH,,,+30.233,+120.166,+0008.0,19451022,19460430
749351,99999,CHA-YIN-LU SOUTHWEST,CH,,,+31.317,+121.500,+0006.0,19451031,19470331
999999,43204,HUNG CHIA,CH,,,+31.233,+121.450,+0027.1,19451208,19490425
999999,43205,TSINGTAO,CH,,,+36.183,+120.383,+0014.0,19451231,19480930
999999,44101,PEKING,CH,,RPEK,+40.000,+116.500,+0050.9,19460430,19460630
